"id","Completo","1","2","3","4","5","6","7","7 [Outro]","8 [Ensino fundamental] [Completo]","8 [Ensino fundamental] [Cursando]","8 [Ensino médio] [Completo]","8 [Ensino médio] [Cursando]","8 [Ensino técnico] [Completo]","8 [Ensino técnico] [Cursando]","8 [Ensino superior] [Completo]","8 [Ensino superior] [Cursando]","1","1 [Outro]","2 [Em casa]","2 [Na escola]","2 [Na lan-house]","2 [Em espaços públicos]","2 [Outros]","3","4 [Computador]","4 [Notebook / Laptop]","4 [Celular / Smartphone / Palmtop]","4 [Video-game]","4 [Outros]","5","6 [E-mail]","6 [Jogos]","6 [Blogs]","6 [Fóruns]","6 [Portais/Notícias]","6 [M.I.]","6 [Sites de relacionamento]","6 [Bate-papo]","6 [Vídeos]","6 [Outros]","7","8 [Orkut]","8 [MySpace]","8 [Facebook]","8 [Twitter]","8 [Não uso sites de relacionamento]","8 [Outro]","1 [Acho importante poder manter contato com os outros participantes da feira após o fim da Febrace]","1 [É possível que um grupo trabalhe num mesmo projeto sem estar na mesma cidade, pela Internet]","1 [A idéia de uma feira de ciências virtual na internet é interessante]","2","3","4","5","6"
"50","Y","Masculino","20","","Pará","Escola Técnica Magalhães Barata","Pública","Finalista","","0","0","0","0","0","1","0","0","Outro","14","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","","","De vez em quando","De vez em quando","Todos os dias","De vez em quando","","","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","O site da Febrace oferece bastante informação para os que querem desenvolver projetos e apresentar, a qual é muito importante.","Sim","O sistema de submissão de fato foi significativo para participarmos da feira.",""
"51","Y","Masculino","27","Belém ","Pará","Escola Estadual de Ensino Tecnológico do Pará","Pública","Orientador / Co-orientador","","0","0","0","0","1","0","0","0","Outro","17","Nunca","De vez em quando","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","Todos os dias","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","De vez em quando","Todos os dias","Todos os dias","","","Sim","Sim","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","É um site muito criativo e informativo sobre ciências.","Sim","Muito bom.",""
"52","Y","Feminino","17","Taboão da Serra","São Paulo","ETEC Guaracy Silveira","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","11","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Todos os dias","Todos os dias","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Sim","Não","Não","Não","","Neutro","Concordo","Concordo totalmente","Sim","É muito importante porque contém informações valiosas.","Não","",""
"53","Y","Feminino","19","Cotia","São Paulo","ETEC Guaracy Silveira","Pública","Finalista","","0","0","0","0","0","1","0","0","Outro","11","Todos os dias","Nunca","Nunca","De vez em quando","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","De vez em quando","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Neutro","Concordo","Discordo totalmente","Sim","Interessante, pois nos deixa atento sobre datas e eventos.","Não","",""
"54","Y","Feminino","17","São Paulo","São Paulo","ETEC Guaracy Silveira","Pública","Finalista","","1","0","1","0","0","1","0","1","Outro","11","Todos os dias","Nunca","De vez em quando","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","Nunca","Todos os dias","Todos os dias","Nunca","Todos os dias","","","Sim","Não","Não","Não","Não","","Neutro","Concordo","Discordo","Sim","O site é interessante e bastante informativo, nos deixando a par de tudo o que precisamos saber.","Não","",""
"55","Y","Masculino","16","Americana","São Paulo","ETEC Polivalente","Pública","Finalista","","1","0","0","1","0","0","0","0","Outro","10","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","De vez em quando","Todos os dias","Nunca","Todos os dias","","","Sim","Sim","Não","Não","Não","","Concordo totalmente","Neutro","Concordo","Sim","O site é bem elaborado e objetivo.","Não","",""
"56","Y","Feminino","17","Campinas","São Paulo","EEBP Fundação Bradesco","Fundação","Finalista","","0","0","0","1","0","0","0","0","Outro","7","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","Acho ele muito interativo, traz conhecimento e é bem interessante, afinal você pode ver projetos dos anos anteriores, ajuda na formação dos nossos projetos e na submissão.","Sim","Acredito que ele facilita e agiliza.",""
"57","Y","Feminino","37","Campinas","São Paulo","Fundação Bradesco","Fundação","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","15","1 a 3 vezes por semana","Todos os dias","De vez em quando","De vez em quando","","","Todos os dias","1 a 3 vezes por semana","Todos os dias","De vez em quando","","","Todos os dias","Nunca","De vez em quando","De vez em quando","Todos os dias","De vez em quando","Nunca","Nunca","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo","Neutro","Sim","Uma grande oportunidade de troca de experiências em nossa área de atuação e aprendizado a Professores e alunos de outras áreas.","Sim","Agiliza as etapas de submissão e informação.",""
"58","Y","Masculino","17","São Paulo","São Paulo","Centro Educacional Pedreira","Fundação","Finalista","","1","0","0","1","0","1","0","0","Outro","12","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","Todos os dias","De vez em quando","","","Todos os dias","Nunca","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Não","","Não","",""
"59","Y","Masculino","17","Centro Educacional de Pedreira","São Paulo"," São Paulo","Fundação","Finalista","","1","0","1","0","0","1","0","0","Outro","13","Todos os dias","De vez em quando","Nunca","De vez em quando","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","De vez em quando","De vez em quando","Todos os dias","Todos os dias","De vez em quando","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Não","","Não","",""
"60","Y","Masculino","19","São Paulo","São Paulo"," Centro Educacional da Pedreira","Fundação","Finalista","","1","0","1","0","0","1","0","0","","","De vez em quando","Todos os dias","De vez em quando","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","Nunca","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Neutro","Não","","N/A","",""
"61","Y","Masculino","17","Marília","São Paulo","Fundação Bradesco","Fundação","Finalista","","0","0","0","1","0","0","0","0","Outro","7","1 a 3 vezes por semana","Todos os dias","1 a 3 vezes por semana","1 a 3 vezes por semana","","","Todos os dias","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","1 a 3 vezes por semana","De vez em quando","De vez em quando","De vez em quando","","","Não","Não","Não","Não","Não","MSN","Concordo","Concordo","Concordo","Sim","Traz muitas informações e relaciona de forma clara e objetiva a feira.","Sim","Boa afinal facilita a inscrição de projetos.",""
"62","Y","Masculino","34","Marília","São Paulo","Fundação Bradesco","Fundação","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","17","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Todos os dias","Todos os dias","","","","","Todos os dias","Nunca","Nunca","De vez em quando","Todos os dias","De vez em quando","Nunca","Nunca","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo","Concordo","Concordo","Sim","Interessante e ilustrativo.","Não","",""
"63","Y","Feminino","16","Americana","São Paulo","ETEC Polivalente de Americana","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","11","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","De vez em quando","Nunca","De vez em quando","De vez em quando","1 a 3 vezes por semana","Nunca","Nunca","","","Sim","Não","Não","Não","Não","","Concordo","Neutro","Neutro","Sim","Acho organizado e com informações importantes.","Sim","Interessante esta facilidade, mas creio que é confuso quando você não entende o que é preciso mudar para a bolinha ficar verde.",""
"64","Y","Masculino","16","Americana","São Paulo","ETEC Polivalente de Americana","Pública","Finalista","","0","0","0","1","0","1","0","0","Outro","10","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","De vez em quando","","","Todos os dias","1 a 3 vezes por semana","De vez em quando","De vez em quando","Todos os dias","Todos os dias","Nunca","Nunca","Todos os dias","","","Não","Não","Não","Não","Sim","","Concordo","Discordo totalmente","Concordo","Sim","Bem estruturado e de fácil visualização.","Sim","Não Muito prático.",""
"65","Y","Feminino","16","Americana","São Paulo","ETEC Polivalente de Americana","Pública","Finalista","","0","0","0","1","0","0","0","0","Outro","12","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","1 a 3 vezes por semana","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","De vez em quando","Nunca","1 a 3 vezes por semana","","","Sim","Sim","Não","Não","Não","","Concordo","Neutro","Neutro","Sim","Acredito que é um site interativo, quem contém informações interessantes.","Sim","Interessante, mas precisa especificar melhor.",""
"66","Y","Masculino","34","Timóteo","Minas Gerais","CEFET MG","Pública","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","17","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Todos os dias","Todos os dias","Todos os dias","Nunca","","","Todos os dias","Nunca","Todos os dias","Todos os dias","Todos os dias","De vez em quando","1 a 3 vezes por semana","Nunca","Todos os dias","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo totalmente","Concordo totalmente","Sim","Ás vezes tenho dificuldade de localizar informações como a programação do evento com os trabalhos e seus respectivos estandes.","Não","",""
"67","Y","Masculino","17","Timóteo","Minas Gerais","CEFET MG","Pública","Finalista","","0","0","0","0","1","0","0","0","Outro","11","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","1 a 3 vezes por semana","Nunca","Nunca","Nunca","Nunca","","","Não","Não","Não","Não","Sim","","Concordo","Neutro","Neutro","Sim","Bom.","Não","",""
"68","Y","Feminino","35","Conceição do Araguaia","Pará","Fundação Bradesco","Fundação","Orientador / Co-orientador","","0","0","0","0","0","0","1","0","Outro","20","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","De vez em quando","","Nunca","Nunca","Nunca","","","Não","Não","Não","Não","Sim","","Concordo","Concordo totalmente","Concordo","Sim","É um site que fornece informações importantes e esclarecedor sobre os projetos de pesquisa de várias instituições.","Sim","Muito bom.",""
"69","Y","Feminino","15","Conceição do Araguaia","Pará","Fundação Bradesco","Fundação","Finalista","","0","0","0","1","0","0","0","0","Outro","10","Nunca","1 a 3 vezes por semana","De vez em quando","De vez em quando","","","1 a 3 vezes por semana","De vez em quando","Nunca","Nunca","","","1 a 3 vezes por semana","De vez em quando","Nunca","","1 a 3 vezes por semana","Nunca","Nunca","Nunca","De vez em quando","","","Não","Não","Não","Não","Sim","","Concordo totalmente","Concordo","Concordo totalmente","Sim","É um site muito bom, é bem esclarecedor.","Sim","É ótimo, principalmente no que diz respeito as localidades que são longe e da dificuldade dos finalistas de mudarem seus projetos.",""
"70","Y","Feminino","16","Cataguases","Minas Gerais","Escola Técnica de Formação Gerencial","Particular","Finalista","","0","0","0","1","0","1","0","0","Outro","11","Todos os dias","De vez em quando","De vez em quando","Nunca","","","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Sim","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","É um site bem organizado, de fácil acesso e o que mais me impressiona foi porque sempre quando procisei tirar dúvidas me respondiam rapidamente.","Sim","É uma forma de utilizar a internet como uma ""carta rápida"". Uma ótima idéia.",""
"71","Y","Feminino","16","Cataguases","Minas Gerais","Escola Técnica de Formação Gerencial","Particular","Finalista","","0","0","0","1","0","1","0","0","Outro","13","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Não","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","É um site muito bem organizado e as idéias do mesmo são expostas da melhor forma.","Sim","Facilidade no acesso.",""
"72","Y","Feminino","17","Cataguases ","Minas Gerais","Escola Técnica de Formação Gerencial","Particular","Finalista","","0","0","0","1","0","1","0","0","Outro","9","Todos os dias","De vez em quando","Nunca","Nunca","Todos os dias","Estágio","Todos os dias","Todos os dias","Nunca","Nunca","","","Todos os dias","Nunca","Nunca","De vez em quando","1 a 3 vezes por semana","Todos os dias","Todos os dias","Nunca","De vez em quando","","","Sim","Sim","Não","Não","Não","","Concordo totalmente","Concordo","Concordo totalmente","Sim","É um site muito organizado, de fácil acesso e quando precisamos de tirar dúvidas, somos respondidos rapidamente.","Sim","É de fácil acesso.",""
"73","Y","Feminino","42","","","","","Acompanhante","","0","0","0","0","0","0","1","0","Outro","37","1 a 3 vezes por semana","Todos os dias","De vez em quando","Nunca","Todos os dias","Na escola em que trabalho","Todos os dias","Nunca","Nunca","Nunca","","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","1 a 3 vezes por semana","De vez em quando","Nunca","De vez em quando","","","Não","Não","Não","Não","Não","MSN","Concordo","Concordo totalmente","Concordo","Sim","Achei importante pois respondia as dúvidas da equipe e além de estimulá-los a prosseguir (vídeos de premiação, etc).","Não","","É interessante uma feira virtual, mas sem anular o crédito de uma feira real, onde o relacionamento humano mais intenso se faz necessário."
"74","Y","Feminino","17","Campinas","São Paulo","Fundação Bradesco","Fundação","Finalista","","1","0","0","1","0","0","0","0","Outro","8","Todos os dias","De vez em quando","Nunca","De vez em quando","","","Todos os dias","De vez em quando","De vez em quando","Nunca","Nunca","","Todos os dias","De vez em quando","De vez em quando","De vez em quando","Todos os dias","Todos os dias","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Não","Sim","Não","Não","","Concordo totalmente","Concordo","Concordo","Sim","Bem interessante, direto e de fácil acesso aos conteúdos/ buscas necessárias.","N/A","","O contato da feira real é fundamental."
"75","Y","Masculino","17","Campinas","São Paulo","Fundação Bradesco","Fundação","Finalista","","0","0","0","1","0","0","0","0","Outro","6","Todos os dias","De vez em quando","Nunca","Nunca","","","Todos os dias","1 a 3 vezes por semana","Nunca","Nunca","","","Todos os dias","De vez em quando","1 a 3 vezes por semana","De vez em quando","Todos os dias","1 a 3 vezes por semana","Todos os dias","Nunca","1 a 3 vezes por semana","","","Sim","Não","Não","Não","Não","","Concordo","Concordo","Concordo","Sim","Um site muito interessante pois pode nos ajudar com relação aos outros projetos.","Não","",""
